id,slug,title,image,image_alt,gender,price_15ml,price_30ml,price_50ml,brand,top_notes,heart_notes,base_notes,link,stock_status
857,twilly-dherms,Twilly d’Hermès,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HERMES/HERMES---TWILLY-d%27HERMES-FOR-WOMEN.jpg,,Qadın,25.00,45.00,70.00,Hermès,"acı-portağal, berqamot, zəncəfil","jasmin, portağal-çiçəyi, tuberoza","səndəl, vanil",https://www.etirsah.com/az/product/857,Stokda Var
859,un-jardin-en-mditerrane,Un Jardin en Méditerranée,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HERMES/HERMES---UN-JARDIN-EN-MEDITERRANEE-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Hermès,"berqamot, limon, naringi-mandarin","portağal-çiçəyi, ağ-oleander","müşk, sidr, ardıc, sərv, püstə, əncir-yarpağı",https://www.etirsah.com/az/product/859,Stokda Var
860,voyage-dhermes,Voyage d'Hermes,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HERMES/HERMES---VOYAGE-D%27HERMES-FOR-UNISEX.jpg,,Unisex,15.00,25.00,35.00,Hermès,"hil, hind-ədviyyatları, limon, ardıc-giləmeyvəsi","qara-çay, yaşıl-notlar, çiçək-notları","ağac-notları, müşk, sidr",https://www.etirsah.com/az/product/860,Stokda Var
861,devils-intrigue,Devil`s Intrigue,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HERMES/HFC---DEVIL%27S-INTRIGUE-FOR-WOMEN.jpg,,Qadın,32.00,55.00,90.00,HFC,"osmantus, ağ-çay","portağal-çiçəyi, səndəl","ağac-notları, vanil, kaşmeran",https://www.etirsah.com/az/product/861,Stokda Var
862,lover-man,Lover Man,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HERMES/HFC---LOVER-MAN.jpg,,Kişi,25.00,45.00,70.00,HFC,"zəfəran, mirra, calabrian-berqamotu","sidr, ədviyyatlar, kakao","kaşmir-ağacı, aqar-ağacı-ud, quayak-ağacı",https://www.etirsah.com/az/product/862,Stokda Var
864,silver-musk,Silver Musk,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HIND-AL-OUD---SILVER-MUSK-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Hind al oud,qreyfrut,"hind-qozu, qara-istiot","dəri, sidr, səndəl",https://www.etirsah.com/az/product/864,Stokda Var
882,boss-bottled,Boss Bottled,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HUGO-BOSS---BOSS-BOTTLED-FOR-MEN.jpg,,Kişi,15.00,25.00,35.00,Hugo Boss,"alma, berqamot, limon, palıd-mamırı, ətirşah, gavalı","darçın, maxaqon-qırmızı-ağac, qərənfil","sidr, səndəl, vanil, vetivera, zeytun-ağacı",https://www.etirsah.com/az/product/882,Stokda Var
866,boss-bottled-marine,Boss Bottled Marine,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HUGO-BOSS---BOSS-BOTTLED-MARINE-FOR-MEN.jpg,,Kişi,20.00,35.00,55.00,Hugo Boss,"nanə, qırmızı-alma","darçın, müşk-sürvəsi-adaçayı","paçuli, kaşmir-ağacı",https://www.etirsah.com/az/product/866,Stokda Var
867,boss-bottled-oud-saffron,Boss Bottled Oud Saffron,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HUGO-BOSS---BOSS-BOTTLED-OUD-SAFFRON-FOR-MEN.jpg,,Kişi,20.00,35.00,55.00,Hugo Boss,"qızılgül, zəfəran",labdanum,aqar-ağacı-ud,https://www.etirsah.com/az/product/867,Stokda Var
868,boss-bottled-pacific,Boss Bottled Pacific,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HUGO-BOSS---BOSS-BOTTLED-PACIFIC-FOR-MEN.jpg,,Kişi,20.00,35.00,55.00,Hugo Boss,"duz, kokos","limon, sərv","paçuli, səndəl, kaşmeran",https://www.etirsah.com/az/product/868,Stokda Var
869,boss-bottled-sport,Boss Bottled Sport,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HUGO-BOSS---BOSS-BOTTLED-SPORT-FOR-MEN.jpg,,Kişi,15.00,25.00,35.00,Hugo Boss,"aldehidlər, qreyfrut","hil, lavanda",vetivera,https://www.etirsah.com/az/product/869,Stokda Var
871,boss-in-motion-green,Boss In Motion Green,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HUGO-BOSS---BOSS-IN-MOTION-GREEN-FOR-MEN.jpg,,Kişi,15.00,25.00,35.00,Hugo Boss,"müşk-sürvəsi-adaçayı, naringi-mandarin, konyak","hil, hind-qozu, qırmızı-bibər","paçuli, sidr, səndəl",https://www.etirsah.com/az/product/871,Stokda Var
874,boss-ma-vie-pour-femme,Boss Ma Vie Pour Femme,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HUGO-BOSS---BOSS-MA-VIE-POUR-FEMME.jpg,,Qadın,20.00,35.00,55.00,Hugo Boss,kaktus-çiçəyi,"freziya, jasmin, qızılgül","ağac-notları, sidr",https://www.etirsah.com/az/product/874,Stokda Var
875,boss-orange-for-men,Boss Orange for Men,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HUGO-BOSS---BOSS-ORANGE-FOR-MEN.jpg,,Kişi,15.00,25.00,35.00,Hugo Boss,"keşniş, qırmızı-alma","siçuan-çin-istiotu, büxur-ladan","ağac-notları, vanil",https://www.etirsah.com/az/product/875,Stokda Var
876,boss-orange-sunset,Boss Orange Sunset,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HUGO-BOSS---BOSS-ORANGE-SUNSET-FOR-WOMEN.jpg,,Kişi,20.00,35.00,55.00,Hugo Boss,"berqamot, naringi-mandarin","ağ-çiçəklər, qızılgül","səndəl, vanil",https://www.etirsah.com/az/product/876,Stokda Var
877,boss-the-collection-cotton-verbena,BOSS The Collection Cotton & Verbena,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HUGO-BOSS---BOSS-THE-COLLECTION-COTTON-%26-VERBENA-FOR-MEN.jpg,,Kişi,25.00,45.00,70.00,Hugo Boss,vetivera,limon-minaçiçəyi-verbenası,palıd-mamırı,https://www.etirsah.com/az/product/877,Stokda Var
878,boss-the-scent-for-her,Boss The Scent For Her,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HUGO-BOSS---BOSS-THE-SCENT-FOR-HER.jpg,,Qadın,15.00,25.00,35.00,Hugo Boss,"ağ-freziya, şaftalı",osmantus,kakao,https://www.etirsah.com/az/product/878,Stokda Var
880,boss-the-scent-private-accord,Boss The Scent Private Accord,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HUGO-BOSS---BOSS-THE-SCENT-PRIVATE-ACCORD-FOR-MEN.jpg,,Kişi,20.00,35.00,55.00,Hugo Boss,"berqamot, zəncəfil","ananas, istiot, qəhvə","ağac-notları, benzoin, paçuli, vanil, kakao, ənbər-ağacı",https://www.etirsah.com/az/product/880,Stokda Var
881,boss-woman,Boss Woman,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HUGO-BOSS---BOSS-WOMAN.jpg,,Qadın,15.00,25.00,35.00,Hugo Boss,"manqo, naringi-mandarin","ağ-freziya, bənövşə","səndəl, ağ-sidr-ekstraktı",https://www.etirsah.com/az/product/881,Stokda Var
883,hugo,Hugo,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HUGO-BOSS---HUGO-FOR-MEN.jpg,,Kişi,15.00,25.00,35.00,Hugo Boss,"lavanda, nanə, qreyfrut, reyhan, yaşıl-alma","jasmin, müşk-sürvəsi-adaçayı, ətirşah, qərənfil","paçuli, sidr, küknar",https://www.etirsah.com/az/product/883,Stokda Var
887,caldion-for-women,Caldion for Women,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HUNCA---CALDION-FOR-WOMEN4.jpg,,Qadın,15.00,25.00,35.00,Hunca,qızılgül,ağ-çiçəklər,müşk,https://www.etirsah.com/az/product/887,Stokda Var
186,harrods-oud,Harrods Oud,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Harrods-Oud-Bond-No-9.jpg,,Unisex,32.00,55.00,90.00,Bond No.9,"qara-istiot, zirə",mirra,"ənbər, aqar-ağacı-ud",https://www.etirsah.com/az/product/186,Stokda Var
2081,hayat,Hayat,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Hayat-Xerjoff.jpg,,Unisex,25.00,45.00,70.00,Xerjoff,"acı-portağal, lavanda, zəfəran","darçın, hil, ənbər","paçuli, naqarmota-girdə-topalaq, aqar-ağacı-ud, atlas-sidri",https://www.etirsah.com/az/product/2081,Stokda Var
212,hero,Hero,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Hero-Burberry.jpg,,Kişi,20.00,35.00,55.00,Burberry,berqamot,"qara-istiot, ardıc","himalay-sidri, virciniya-sidri, atlas-sidri",https://www.etirsah.com/az/product/212,Stokda Var
179,heroine,Heroine,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Heroine-Boadicea-the-Victorious.jpg,,Qadın,32.00,55.00,90.00,Boadicea the Victorious,"berqamot, bənövşə, portağal","jasmin, qızılgül","müşk, süsən-kökü, vanil, vetivera",https://www.etirsah.com/az/product/179,Stokda Var
111,honour-man,Honour Man,https://www.etirsah.com/storage/photos/shares/etirler_en_son/honour-man.jpg,,Kişi,25.00,45.00,70.00,Amouage,"çəhrayı-istiot, istiot","hind-qozu, ətirşah, elemi","müşk, paçuli, tonka-lobyası, vetivera, büxur-ladan",https://www.etirsah.com/az/product/111,Stokda Var
113,honour-woman,Honour Woman,https://www.etirsah.com/storage/photos/shares/etirler_en_son/honour-woman-100ml.jpg,,Qadın,32.00,55.00,90.00,Amouage,"istiot, keşniş, rəvənd","jasmin, qardeniya, tuberoza, qərənfil, inciçiçəyi","dəri, vetivera, ənbər, opoponaks, büxur-ladan",https://www.etirsah.com/az/product/113,Stokda Var
1756,40-knots,40 Knots,https://www.etirsah.com/storage/photos/shares/etirler_en_son/X%20brendleri/XERJOFF---40-KNOTS-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Xerjoff,"duz, yaşıl-notlar",ağac-notları,"dəniz-suyu, sidr",https://www.etirsah.com/az/product/1756,Stokda Var
1758,alexandria-ii,Alexandria II,https://www.etirsah.com/storage/photos/shares/etirler_en_son/X%20brendleri/XERJOFF---ALEXANDRIA-II-FOR-UNISEX.jpg,,Unisex,38.00,70.00,110.00,Xerjoff,"alma, darçın, lavanda, palisandr-çəhrayı-ağac","ağ-sidr, qızılgül, inciçiçəyi","səndəl, vanil, ənbər, aqar-ağacı-ud",https://www.etirsah.com/az/product/1758,Stokda Var
1759,apollonia,Apollonia,https://www.etirsah.com/storage/photos/shares/etirler_en_son/X%20brendleri/XERJOFF---APOLLONIA-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Xerjoff,ağ-çiçəklər,süsən,ağ-müşk,https://www.etirsah.com/az/product/1759,Stokda Var
1760,blue-hope,Blue Hope,https://www.etirsah.com/storage/photos/shares/etirler_en_son/X%20brendleri/XERJOFF---BLUE-HOPE-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Xerjoff,"berqamot, naringi-mandarin","jasmin, sidr, zəfəran","müşk, vanil, kastoreum",https://www.etirsah.com/az/product/1760,Stokda Var
1761,casamorati-1888,Casamorati 1888,https://www.etirsah.com/storage/photos/shares/etirler_en_son/X%20brendleri/XERJOFF---CASAMORATI-1888-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Xerjoff,"istiot, zəfəran, qərənfil, keşniş-toxumu","ilanq-ilanq, neroli, qızılgül","paçuli, səndəl, ənbər, tozağacı",https://www.etirsah.com/az/product/1761,Stokda Var
1762,casamorati-1888-la-tosca,Casamorati 1888 La Tosca,https://www.etirsah.com/storage/photos/shares/etirler_en_son/X%20brendleri/XERJOFF---CASAMORATI-1888-LA-TOSCA-FOR-WOMEN.jpg,,Qadın,32.00,55.00,90.00,Xerjoff,"limon, yaşıl-mandarin","bolqar-qızılgülü, bənövşə-yarpağı, evkalipt","müşk, paçuli, ənbər, madaqaskar-vanili",https://www.etirsah.com/az/product/1762,Stokda Var
1763,casamorati-1888-gran-ballo,Casamorati 1888 Gran Ballo,https://www.etirsah.com/storage/photos/shares/etirler_en_son/X%20brendleri/XERJOFF---CASAMORATI-GRAN-BALLO-FOR-WOMEN.jpg,,Qadın,32.00,55.00,90.00,Xerjoff,"qırmızı-giləmeyvələr, tanqerin","bal, jasmin, qardeniya","karamel, səndəl, vanil, ənbər",https://www.etirsah.com/az/product/1763,Stokda Var
1764,casamorati-lira,Casamorati Lira,https://www.etirsah.com/storage/photos/shares/etirler_en_son/X%20brendleri/XERJOFF---CASAMORATI-LIRA-FOR-WOMEN.jpg,,Qadın,25.00,45.00,70.00,Xerjoff,"berqamot, lavanda, qan-portağalı","darçın, jasmin, şirinbiyan","karamel, müşk, vanil",https://www.etirsah.com/az/product/1764,Stokda Var
1767,casamorati-mefisto,Casamorati Mefisto,https://www.etirsah.com/storage/photos/shares/etirler_en_son/X%20brendleri/XERJOFF---CASAMORATI-MEFISTO-FOR-MEN.jpg,,Kişi,25.00,45.00,70.00,Xerjoff,"berqamot, limon, qreyfrut","lavanda, qızılgül, süsən","müşk, səndəl, ənbər, virciniya-sidri",https://www.etirsah.com/az/product/1767,Stokda Var
1766,casamorati-mefisto,Casamorati Mefisto,https://www.etirsah.com/storage/photos/shares/etirler_en_son/X%20brendleri/XERJOFF---CASAMORATI-MEFISTO-FOR-MEN.jpg,,Kişi,32.00,55.00,90.00,Xerjoff,"berqamot, limon, qreyfrut","lavanda, qızılgül, süsən","müşk, səndəl, ənbər, virciniya-sidri",https://www.etirsah.com/az/product/1766,Stokda Var
1768,comandante,Comandante,https://www.etirsah.com/storage/photos/shares/etirler_en_son/X%20brendleri/XERJOFF---COMANDANTE-FOR-UNISEX.jpg,,Unisex,38.00,70.00,110.00,Xerjoff,"bal, meyvə-notları, ədviyyatlar","tütün, çiçək-notları","ağ-sidr, dəri, labdanum, paçuli, vanil",https://www.etirsah.com/az/product/1768,Stokda Var
1769,dolce-amalfi,Dolce Amalfi,https://www.etirsah.com/storage/photos/shares/etirler_en_son/X%20brendleri/XERJOFF---DOLCE-AMALFI-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Xerjoff,"alma, heyva, hil, zəfəran","mixək, büxur-ladan, tolu-balzamı","müşk, sidr, tonka-lobyası, vanil, ənbər",https://www.etirsah.com/az/product/1769,Stokda Var
1770,don,Don,https://www.etirsah.com/storage/photos/shares/etirler_en_son/X%20brendleri/XERJOFF---DON-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Xerjoff,"barıt, tütün",viski,yanmış-şəkər,https://www.etirsah.com/az/product/1770,Stokda Var
1771,fars,Fars,https://www.etirsah.com/storage/photos/shares/etirler_en_son/X%20brendleri/XERJOFF---FARS-FOR-UNISEX.jpg,,Unisex,38.00,70.00,110.00,Xerjoff,"berqamot, lavanda, ardıc","jasmin, sidr, ətirşah","paçuli, səndəl, vetivera, boz-ənbər, naqarmota-girdə-topalaq",https://www.etirsah.com/az/product/1771,Stokda Var
1781,xj-1861-naxos,XJ 1861 Naxos,https://www.etirsah.com/storage/photos/shares/etirler_en_son/X%20brendleri/XERJOFF---XJ-1861-NAXOS-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Xerjoff,"berqamot, lavanda, limon","bal, darçın, ərəb-jasmini, kaşmeran","tonka-lobyası, tütün, vanil",https://www.etirsah.com/az/product/1781,Stokda Var
1772,italica-2021,Italica 2021,https://www.etirsah.com/storage/photos/shares/etirler_en_son/X%20brendleri/XERJOFF---ITALICA-2021-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Xerjoff,"badam, süd, zəfəran","toffi-iris-konfeti, burbon-vanili","ağ-müşk, səndəl",https://www.etirsah.com/az/product/1772,Stokda Var
1773,more-than-words,More Than Words,https://www.etirsah.com/storage/photos/shares/etirler_en_son/X%20brendleri/XERJOFF---MORE-THAN-WORDS-FOR-UNISEX.jpg,,Unisex,20.00,35.00,55.00,Xerjoff,"labdanum, çiçək-notları","meyvə-notları, şərq-notları","ağac-notları, boz-ənbər, aqar-ağacı-ud, olibanum",https://www.etirsah.com/az/product/1773,Stokda Var
1774,more-than-words,More Than Words,https://www.etirsah.com/storage/photos/shares/etirler_en_son/X%20brendleri/XERJOFF---MORE-THAN-WORDS-FOR-UNISEX.jpg,,Unisex,38.00,70.00,110.00,Xerjoff,"labdanum, çiçək-notları","meyvə-notları, şərq-notları","ağac-notları, boz-ənbər, aqar-ağacı-ud, olibanum",https://www.etirsah.com/az/product/1774,Stokda Var
1776,richwood,Richwood,https://www.etirsah.com/storage/photos/shares/etirler_en_son/X%20brendleri/XERJOFF---RICHWOOD-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Xerjoff,"berqamot, qreyfrut, tanqerin","damask-qızılgülü, qara-qarağat","labdanum, müşk, paçuli, səndəl, vanil",https://www.etirsah.com/az/product/1776,Stokda Var
1777,starlight,Starlight,https://www.etirsah.com/storage/photos/shares/etirler_en_son/X%20brendleri/XERJOFF---STARLIGHT-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Xerjoff,"berqamot, hil","darçın, mixək, badam-südü","sidr, ənbər",https://www.etirsah.com/az/product/1777,Stokda Var
1778,tony-iommi-monkey-special,Tony Iommi Monkey Special,https://www.etirsah.com/storage/photos/shares/etirler_en_son/X%20brendleri/XERJOFF---TONY-IOMMI-MONKEY-SPECIAL-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Xerjoff,"berqamot, rom, ətirşah, marakuyya","bolqar-qızılgülü, darçın, dəri, paçuli","karamel, labdanum, müşk, səndəl, tonka-lobyası, vanil, boz-ənbər",https://www.etirsah.com/az/product/1778,Stokda Var
1779,uden,Uden,https://www.etirsah.com/storage/photos/shares/etirler_en_son/X%20brendleri/XERJOFF---UDEN-FOR-MEN.jpg,,Kişi,25.00,45.00,70.00,Xerjoff,"limon, qreyfrut, sitrus","qızılgül, rom, səndəl, qvayak-ağacı","müşk, qəhvə, vanil, boz-ənbər",https://www.etirsah.com/az/product/1779,Stokda Var
1780,uden-overdose,Uden Overdose,https://www.etirsah.com/storage/photos/shares/etirler_en_son/X%20brendleri/XERJOFF---UDEN-OVERDOSE-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Xerjoff,"berqamot, limon","tütün-çiçəyi, zəncəfil","müşk, ənbər",https://www.etirsah.com/az/product/1780,Stokda Var
2520,more-than-words,More Than Words,https://www.etirsah.com/storage/photos/shares/etirler_en_son/XERJOFF---MORE-THAN-WORDS-FOR-UNISEX.jpg,,Unisex,44.00,80.00,130.00,Xerjoff,"labdanum, çiçək-notları","meyvə-notları, şərq-notları","ağac-notları, boz-ənbər, aqar-ağacı-ud, olibanum",https://www.etirsah.com/az/product/2520,Stokda Var
2616,idle-now,Idôle Now,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Id%C3%B4le-Now.jpg,,Qadın,32.00,55.00,90.00,Lancôme,qızılgül,orxideya,vanil,https://www.etirsah.com/az/product/2616,Stokda Var
159,in-red-armand-basi,In Red Armand Basi,https://www.etirsah.com/storage/photos/shares/etirler_en_son/In-Red-Armand-Basi-for-women.jpg,,Qadın,15.00,25.00,35.00,Armand Basi,"berqamot, hil, naringi-mandarin, zəncəfil","bənövşə-yarpağı, çəhrayı-istiot, jasmin, pion, qızılgül, zanbaq, qara-qarağat","ağ-müşk, ağac-notları, palıd-mamırı, vanil, ənbər, praline, palisandr-çəhrayı-ağac",https://www.etirsah.com/az/product/159,Stokda Var
213,island-fantasy,Island Fantasy,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Island-Fantasy-Britney-Spears.jpg,,Qadın,15.00,25.00,35.00,Britney Spears,"naringi-mandarin, qarpız, qırmızı-giləmeyvələr, sitrus, klementin","bənövşə, freziya, yasəmən","müşk, şəkər-qamışı",https://www.etirsah.com/az/product/213,Stokda Var
39,ikat-jasmine,Ikat Jasmine,https://www.etirsah.com/storage/photos/shares/etirler_en_son/ikat-jasmine.jpg,,Qadın,25.00,45.00,70.00,Aerin Lauder,"jasmin, misir-jasmini","tuberoza, doqquzdon","ambroksan, səndəl",https://www.etirsah.com/az/product/39,Stokda Var
116,interlude-man,Interlude Man,https://www.etirsah.com/storage/photos/shares/etirler_en_son/interlude-man-100ml.jpg,,Kişi,20.00,35.00,55.00,Amouage,"berqamot, istiot, origano","labdanum, ənbər, opoponaks, büxur-ladan","dəri, paçuli, səndəl, aqar-ağacı-ud",https://www.etirsah.com/az/product/116,Stokda Var
115,interlude-man,Interlude Man,https://www.etirsah.com/storage/photos/shares/etirler_en_son/interlude-man-100ml.jpg,,Kişi,25.00,45.00,70.00,Amouage,"berqamot, istiot, oreqano-qaraqınıq","labdanum, ənbər, opoponaks, büxur-ladan","dəri, paçuli, səndəl, aqar-ağacı-ud",https://www.etirsah.com/az/product/115,Stokda Var
114,interlude-man,Interlude Man,https://www.etirsah.com/storage/photos/shares/etirler_en_son/interlude-man-100ml.jpg,,Kişi,32.00,55.00,90.00,Amouage,"berqamot, istiot, oreqano-qaraqınıq","labdanum, ənbər, opoponaks, büxur-ladan","dəri, paçuli, səndəl, aqar-ağacı-ud",https://www.etirsah.com/az/product/114,Stokda Var
117,interlude-woman,Interlude Woman,https://www.etirsah.com/storage/photos/shares/etirler_en_son/interlude-woman-100ml.jpg,,Qadın,32.00,55.00,90.00,Amouage,"berqamot, qreyfrut, zəncəfil, gülümbahar","bal, jasmin, kivi, portağal-çiçəyi, qızılgül, qəhvə, səndəl, opoponaks, büxur-ladan","benzoin, dəri, müşk, palıd-mamırı, səndəl, tonka-lobyası, vanil, ənbər, aqar-ağacı-ud",https://www.etirsah.com/az/product/117,Stokda Var
911,one-man-show-gold-edition,One Man Show Gold Edition,https://www.etirsah.com/storage/photos/shares/etirler_en_son/J%20brendleri/JACQUES-BOGART---ONE-MAN-SHOW-GOLD-EDITION-FOR-MEN.jpg,,Kişi,15.00,25.00,35.00,Jacques Bogart,"bənövşə, naringi-mandarin, portağal-çiçəyi, qırmızı-alma, cirəgülü-anis","darçın, lavanda, mixək, ətirşah","ağac-notları, labdanum, müşk, ənbər",https://www.etirsah.com/az/product/911,Stokda Var
910,one-man-show-gold-edition,One Man Show Gold Edition,https://www.etirsah.com/storage/photos/shares/etirler_en_son/J%20brendleri/JACQUES-BOGART---ONE-MAN-SHOW-GOLD-EDITION-FOR-MEN.jpg,,Kişi,20.00,35.00,55.00,Jacques Bogart,"bənövşə, naringi-mandarin, portağal-çiçəyi, qırmızı-alma, cirəgülü-anis","darçın, lavanda, mixək, ətirşah","ağac-notları, labdanum, müşk, ənbər",https://www.etirsah.com/az/product/910,Stokda Var
912,scandal-by-night,Scandal By Night,https://www.etirsah.com/storage/photos/shares/etirler_en_son/J%20brendleri/JEAN-PAUL-GAULTIER---SCANDAL-BY-NIGHT-FOR-WOMEN.jpg,,Qadın,20.00,35.00,55.00,Jean Paul Gaultier,"acı-portağal, bal, sitrus","albalı, armud, portağal-çiçəyi, tuberoza","ağ-müşk, paçuli, səndəl, tonka-lobyası, vanil, ənbər-ağacı",https://www.etirsah.com/az/product/912,Stokda Var
913,scandal,Scandal,https://www.etirsah.com/storage/photos/shares/etirler_en_son/J%20brendleri/JEAN-PAUL-GAULTIER---SCANDAL-FOR-WOMEN.jpg,,Qadın,20.00,35.00,55.00,Jean Paul Gaultier,"naringi-mandarin, qan-portağalı","bal, jasmin, portağal-çiçəyi, qardeniya, şaftalı","karamel, paçuli, biyan, arı-mumu",https://www.etirsah.com/az/product/913,Stokda Var
914,scandal-pour-homme,Scandal Pour Homme,https://www.etirsah.com/storage/photos/shares/etirler_en_son/J%20brendleri/JEAN-PAUL-GAULTIER---SCANDAL-POUR-HOMME.jpg,,Kişi,20.00,35.00,55.00,Jean Paul Gaultier,"müşk-sürvəsi-adaçayı, naringi-mandarin","karamel, tonka-lobyası",vetivera,https://www.etirsah.com/az/product/914,Stokda Var
