id,slug,title,image,image_alt,gender,price_15ml,price_30ml,price_50ml,brand,top_notes,heart_notes,base_notes,link,stock_status
783,givenchy-play,Givenchy Play,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GIVENCHY/GIVENCHY---PLAY-FOR-HIM.jpg,,Kişi,15.00,25.00,35.00,Givenchy,"acı-portağal, berqamot, naringi-mandarin, qreyfrut","istiot, qəhvə, tütün-çiçəyi, amiris","paçuli, vetivera",https://www.etirsah.com/az/product/783,Stokda Var
784,play-sport,Play Sport,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GIVENCHY/GIVENCHY---PLAY-SPORT-FOR-MEN.jpg,,Kişi,15.00,25.00,35.00,Givenchy,"berqamot, limon, nanə, zəncəfil-çiçəyi","istiot, amiris",müşk,https://www.etirsah.com/az/product/784,Stokda Var
785,reve-descapade,Reve d'Escapade,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GIVENCHY/GIVENCHY---REVE-d%27ESCAPADE-FOR-WOMEN.jpg,,Qadın,15.00,25.00,35.00,Givenchy,"massoia, şaftalı",qızılgül,"ağac-notları, büxur-ladan",https://www.etirsah.com/az/product/785,Stokda Var
788,a-gloaming-night,A Gloaming Night,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUCC%C4%B0/GUCCI---A-GLOAMING-NIGHT-FOR-UNISEX.jpg,,Unisex,20.00,35.00,55.00,Gucci,darçın,vetivera,paçuli,https://www.etirsah.com/az/product/788,Stokda Var
789,gucci,Gucci,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUCC%C4%B0/GUCCI---BY-GUCCI-FOR-WOMEN.jpg,,Qadın,20.00,35.00,55.00,Gucci,"armud, quava",tiare,"bal, müşk, paçuli",https://www.etirsah.com/az/product/789,Stokda Var
791,envy-me,Envy Me,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUCC%C4%B0/GUCCI---ENVY-ME-FOR-WOMEN.jpg,,Qadın,15.00,25.00,35.00,Gucci,"ananas, çəhrayı-istiot, jasmin, manqo, pion, şaftalı, qara-qarağat-qönçələri","jasmin, liçi, müşk, nar, pion, qızılgül, ağ-çay","müşk, səndəl, tonka-lobyası, tütün, tik-ağacı",https://www.etirsah.com/az/product/791,Stokda Var
793,flora-by-gucci,Flora by Gucci,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUCC%C4%B0/GUCCI---FLORA-BY-GUCCI-FOR-WOMEN.jpg,,Qadın,20.00,35.00,55.00,Gucci,"naringi-mandarin, pion, sitrus","osmantus, qızılgül","çəhrayı-istiot, paçuli, səndəl",https://www.etirsah.com/az/product/793,Stokda Var
795,flora-gorgeous-gardenia,Flora Gorgeous Gardenia,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUCC%C4%B0/GUCCI---FLORA-GORGEOUS-GARDENIA-2021-FOR-WOMEN.jpg,,Qadın,20.00,35.00,55.00,Gucci,"armud-çiçəyi, naringi-mandarin, qırmızı-giləmeyvələr","jasmin, qardeniya, frangipani","paçuli, şəkər-qamışı",https://www.etirsah.com/az/product/795,Stokda Var
796,gucci-bamboo,Gucci Bamboo,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUCC%C4%B0/GUCCI---GUCCI-BAMBOO-FOR-WOMEN.jpg,,Qadın,20.00,35.00,55.00,Gucci,berqamot,"ilanq-ilanq, portağal-çiçəyi, zanbaq","səndəl, vanil, ənbər",https://www.etirsah.com/az/product/796,Stokda Var
797,gucci-bloom,Gucci Bloom,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUCC%C4%B0/GUCCI---GUCCI-BLOOM-FOR-WOMEN.jpg,,Qadın,15.00,25.00,35.00,Gucci,jasmin,tuberoza,quisqualis-indica,https://www.etirsah.com/az/product/797,Stokda Var
798,guilty-absolute-pour-femme,Guilty Absolute pour Femme,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUCC%C4%B0/GUCCI---GUCCI-GUILTY-ABSOLUTE-POUR-FEMME.jpg,,Qadın,15.00,25.00,35.00,Gucci,"berqamot, böyürtkən, çəhrayı-istiot","ağac-notları, bolqar-qızılgülü, vetivera, sərv","paçuli, ənbər",https://www.etirsah.com/az/product/798,Stokda Var
799,gucci-guilty,Gucci Guilty,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUCC%C4%B0/GUCCI---GUCCI-GUILTY-FOR-WOMEN.jpg,,Qadın,15.00,25.00,35.00,Gucci,"berqamot, çəhrayı-istiot, naringi-mandarin","jasmin, şaftalı, yasəmən, ətirşah, qara-qarağat","ağ-müşk, paçuli, vanil, ənbər",https://www.etirsah.com/az/product/799,Stokda Var
800,guilty-love-edition-mmxxi-pour-femme,Guilty Love Edition MMXXI pour Femme,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUCC%C4%B0/GUCCI---GUCCI-GUILTY-LOVE-EDITION-MMXXI-POUR-FEMME.jpg,,Qadın,20.00,35.00,55.00,Gucci,"berqamot, çəhrayı-istiot, mandor","bənövşə, yasəmən, ətirşah","paçuli, ənbər",https://www.etirsah.com/az/product/800,Stokda Var
801,gucci-guilty-platinum,Gucci Guilty Platinum,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUCC%C4%B0/GUCCI---GUCCI-GUILTY-PLATINUM-FOR-WOMEN.jpg,,Qadın,15.00,25.00,35.00,Gucci,"çəhrayı-istiot, ətirşah","şaftalı, yasəmən","paçuli, ənbər",https://www.etirsah.com/az/product/801,Stokda Var
802,guilty-pour-homme,Guilty Pour Homme,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUCC%C4%B0/GUCCI---GUCCI-GUILTY-POUR-HOMME.jpg,,Kişi,15.00,25.00,35.00,Gucci,"lavanda, limon",portağal-çiçəyi,"paçuli, vanil, virciniya-sidri",https://www.etirsah.com/az/product/802,Stokda Var
805,gucci-oud-gucci,Gucci Oud Gucci,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUCC%C4%B0/GUCCI---GUCCI-OUD-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Gucci,"armud, moruq, zəfəran","bolqar-qızılgülü, portağal-çiçəyi","müşk, paçuli, ənbər, aqar-ağacı-ud",https://www.etirsah.com/az/product/805,Stokda Var
807,gucci-premiere,Gucci Premiere,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUCC%C4%B0/GUCCI---GUCCI-PREMIERE-FOR-WOMEN.jpg,,Qadın,20.00,35.00,55.00,Gucci,"berqamot, portağal-çiçəyi, şampan","ağ-çiçəklər, bolqar-qızılgülü, jasmin, müşk","ağac-notları, dəri, paçuli",https://www.etirsah.com/az/product/807,Stokda Var
808,gucci-rush,Gucci Rush,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUCC%C4%B0/GUCCI---GUCCI-RUSH-FOR-WOMEN.jpg,,Qadın,20.00,35.00,55.00,Gucci,"freziya, qardeniya, şaftalı","keşniş, ərəb-jasmini, damask-qızılgülü","paçuli, vanil, vetivera",https://www.etirsah.com/az/product/808,Stokda Var
810,love-at-your-darkest,Love At Your Darkest,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUCC%C4%B0/GUCCI---LOVE-AT-YOUR-DARKEST-FOR-UNISEX.jpg,,Unisex,20.00,35.00,55.00,Gucci,qara-istiot,olibanum,sidr,https://www.etirsah.com/az/product/810,Stokda Var
811,tears-from-the-moon,Tears From The Moon,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUCC%C4%B0/GUCCI---TEARS-FROM-THE-MOON-FOR-UNISEX.jpg,,Unisex,20.00,35.00,55.00,Gucci,pion,inciçiçəyi,stefanotis,https://www.etirsah.com/az/product/811,Stokda Var
812,the-voice-of-the-snake,The Voice Of The Snake,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUCC%C4%B0/GUCCI---THE-VOICE-OF-THE-SNAKE-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Gucci,zəfəran,paçuli,aqar-ağacı-ud,https://www.etirsah.com/az/product/812,Stokda Var
814,aqua-allegoria-mandarine-basilic,Aqua Allegoria Mandarine Basilic,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUERLAIN/GUERLAIN---AQUA-ALLEGORIA-MANDARINE-BASILIC-FOR-WOMEN.jpg,,Qadın,25.00,45.00,70.00,Guerlain,"acı-portağal, portağal-çiçəyi, yaşıl-çay, klementin, sarmaşıq","naringi-mandarin, pion, reyhan, çobanyastığı","səndəl, ənbər",https://www.etirsah.com/az/product/814,Stokda Var
815,aqua-allegoria-pamplelune,Aqua Allegoria Pamplelune,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUERLAIN/GUERLAIN---AQUA-ALLEGORIA-PAMPLELUNE-FOR-WOMEN.jpg,,Qadın,20.00,35.00,55.00,Guerlain,"berqamot, qreyfrut","neroli, petitgreyn-sitrus-yarpağı, qara-qarağat-qönçələri","paçuli, vanil",https://www.etirsah.com/az/product/815,Stokda Var
816,baiser-de-russie,Baiser de Russie,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUERLAIN/GUERLAIN---BAISER-DE-RUSSIE-FOR-WOMEN.jpg,,Qadın,20.00,35.00,55.00,Guerlain,"absent, berqamot, limon, gavalı, şam-iynələri","jasmin, mərcanı","ağ-müşk, karamel, səndəl, tonka-lobyası",https://www.etirsah.com/az/product/816,Stokda Var
817,champs-elysees,Champs Elysees,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUERLAIN/GUERLAIN---CHAMPS-ELYSEES-FOR-WOMEN.jpg,,Qadın,15.00,25.00,35.00,Guerlain,"badam, bənövşə, şaftalı, qara-qarağat, cirəgülü-anis","mimoza, pion, qızılgül, yasəmən, inciçiçəyi, hibiskus, badam-çiçəyi","benzoin, sidr, səndəl, badam-ağacı",https://www.etirsah.com/az/product/817,Stokda Var
819,lhomme-ideal,L’Homme Ideal,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUERLAIN/GUERLAIN---L%27HOMME-IDEAL.jpg,,Kişi,20.00,35.00,55.00,Guerlain,"portağal, portağal-çiçəyi, rozmarin, sitrus","badam, tonka-lobyası","ağ-sidr, dəri, vetivera",https://www.etirsah.com/az/product/819,Stokda Var
820,linstant-de-guerlain,L'Instant de Guerlain,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUERLAIN/GUERLAIN---L%27INSTANT-de-GUERLAIN-%282003%29-FOR-WOMEN.jpg,,Qadın,15.00,25.00,35.00,Guerlain,"berqamot, naringi-mandarin, qırmızı-alma","ilanq-ilanq, jasmin, maqnoliya, süsən","benzoin, müşk, vanil, ənbər, ağ-bal",https://www.etirsah.com/az/product/820,Stokda Var
821,linstant-de-guerlain-pour-homme,L'Instant de Guerlain pour Homme,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUERLAIN/GUERLAIN---L%27INSTANT-de-GUERLAIN-POUR-HOMME-%282004%29.jpg,,Kişi,20.00,35.00,55.00,Guerlain,"berqamot, jasmin, limon, qreyfrut, cirəgülü-anis","qara-çay, lavanda, paçuli, sidr, səndəl, kakao","müşk, elemi, hibiskus-toxumları",https://www.etirsah.com/az/product/821,Stokda Var
824,la-petite-robe-noire-lextrait,La Petite Robe Noire L'Extrait,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUERLAIN/GUERLAIN---LA-PETITE-ROBE-NOIR-EXTRAIT-FOR-WOMEN.jpg,,Qadın,15.00,25.00,35.00,Guerlain,"limon, meyvə-notları, biyan","albalı, badam, bənövşə, qızılgül","qara-çay, müşk, paçuli, vanil",https://www.etirsah.com/az/product/824,Stokda Var
823,la-petite-robe-noire-lextrait,La Petite Robe Noire L'Extrait,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUERLAIN/GUERLAIN---LA-PETITE-ROBE-NOIR-EXTRAIT-FOR-WOMEN.jpg,,Qadın,20.00,35.00,55.00,Guerlain,"limon, meyvə-notları, biyan","albalı, badam, bənövşə, qızılgül","qara-çay, müşk, paçuli, vanil",https://www.etirsah.com/az/product/823,Stokda Var
826,les-absolus-dorient-ambre-eternel,Les Absolus d'Orient Ambre Eternel,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUERLAIN/GUERLAIN---LES-ABSOLUS-D%27ORIENT-AMBRE-ETERNAL-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Guerlain,"darçın, hil, keşniş, boz-ənbər","ilanq-ilanq, portağal-çiçəyi, şaftalı","ağac-notları, dəri",https://www.etirsah.com/az/product/826,Stokda Var
825,les-absolus-dorient-ambre-eternel,Les Absolus d'Orient Ambre Eternel,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUERLAIN/GUERLAIN---LES-ABSOLUS-D%27ORIENT-AMBRE-ETERNAL-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Guerlain,"darçın, hil, keşniş, boz-ənbər","ilanq-ilanq, portağal-çiçəyi, şaftalı","ağac-notları, dəri",https://www.etirsah.com/az/product/825,Stokda Var
828,mon-guerlain,Mon Guerlain,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUERLAIN/GUERLAIN---MON-GUERLAIN-FOR-WOMEN.jpg,,Qadın,25.00,45.00,70.00,Guerlain,"berqamot, lavanda","qızılgül, süsən, ərəb-jasmini","benzoin, kumarin, paçuli, səndəl, vanil, biyan",https://www.etirsah.com/az/product/828,Stokda Var
829,patchouli-ardent,Patchouli Ardent,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUERLAIN/GUERLAIN---PATCHOULI-ARDENT-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Guerlain,"çəhrayı-istiot, qara-istiot, əncir","paçuli, sidr, türk-qızılgülü","dəri, müşk",https://www.etirsah.com/az/product/829,Stokda Var
831,rose-cherie,Rose Cherie,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUERLAIN/GUERLAIN---ROSE-CHERIE-FOR-WOMEN.jpg,,Qadın,25.00,45.00,70.00,Guerlain,"bolqar-qızılgülü, qızılgül","bənövşə, tonka-lobyası","müşk, geliotrop",https://www.etirsah.com/az/product/831,Stokda Var
832,santal-royal,Santal Royal,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUERLAIN/GUERLAIN---SANTAL-ROYAL-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Guerlain,"jasmin, neroli","darçın, qızılgül, şaftalı","dəri, müşk, səndəl, ənbər, aqar-ağacı-ud",https://www.etirsah.com/az/product/832,Stokda Var
833,santal-royal,Santal Royal,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUERLAIN/GUERLAIN---SANTAL-ROYAL-FOR-UNISEX.jpg,,Unisex,55.00,105.00,170.00,Guerlain,"jasmin, neroli","darçın, qızılgül, şaftalı","dəri, müşk, səndəl, ənbər, aqar-ağacı-ud",https://www.etirsah.com/az/product/833,Stokda Var
835,shalimar-souffle,Shalimar Souffle,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUERLAIN/GUERLAIN---SHALIMAR-SOUFFLE-DE-PARFUM-2014-FOR-WOMEN.jpg,,Qadın,32.00,55.00,90.00,Guerlain,"berqamot, limon, naringi-mandarin","portağal-çiçəyi, ərəb-jasmini","müşk, vanil",https://www.etirsah.com/az/product/835,Stokda Var
818,idylle,Idylle,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUERLAIN/Idylle-Guerlain.jpg,,Qadın,15.00,25.00,35.00,Guerlain,"freziya, liçi, moruq, qızılgül-suyu","jasmin, pion, yasəmən, zanbaq, inciçiçəyi","müşk, paçuli",https://www.etirsah.com/az/product/818,Stokda Var
836,fidji-1966,Fidji 1966,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUY-LAROCHE---FIDJI-1966-FOR-WOMEN.jpg,,Qadın,38.00,70.00,110.00,Guy Laroche,"berqamot, limon, süsən, tuberoza, qalbanum, sünbülçiçək","aldehidlər, bənövşə, ilanq-ilanq, jasmin, mixək, qızılgül, süsən-kökü, ədviyyatlar","müşk, paçuli, palıd-mamırı, səndəl, vetivera, ənbər",https://www.etirsah.com/az/product/836,Stokda Var
837,fidji,Fidji,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/GUY-LAROCHE---FIDJI-FOR-WOMEN.jpg,,Qadın,15.00,25.00,35.00,Guy Laroche,"limon, qalbanum, sünbülçiçək","bənövşə, jasmin, mixək, qızılgül","müşk, paçuli, səndəl, ənbər",https://www.etirsah.com/az/product/837,Stokda Var
240,garanat,Garanat,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Garanat-Bvlgari.jpg,,Kişi,44.00,80.00,130.00,Bvlgari,damask-qızılgülü,qızılgül,büxur-ladan,https://www.etirsah.com/az/product/240,Stokda Var
2066,gentle-fluidity-silver,Gentle Fluidity Silver,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Gentle-Fluidity-Silver.jpg,,Unisex,32.00,55.00,90.00,MFK,"müşk, ardıc-giləmeyvəsi","ağac-notları, keşniş","hind-qozu, vanil, ənbər",https://www.etirsah.com/az/product/2066,Stokda Var
2567,painter,Painter,https://www.etirsah.com/storage/photos/shares/etirler_en_son/GENYUM---PAINTER-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Genyum,qara-istiot,qırmızı-yosun,vetivera,https://www.etirsah.com/az/product/2567,Stokda Var
2457,dahlia-divin,Dahlia Divin,https://www.etirsah.com/storage/photos/shares/etirler_en_son/GIVENCHY---DAHLIA-DIVIN-FOR-WOMEN.jpg,,Qadın,20.00,35.00,55.00,Givenchy,"çəhrayı-istiot, sitrus, mirabelle-gavalı","alma, portağal-çiçəyi, qızılgül, şaftalı, ərəb-jasmini, inciçiçəyi, qara-qarağat","ağ-müşk, paçuli, sidr, səndəl, vanil, vetivera",https://www.etirsah.com/az/product/2457,Stokda Var
241,goldea,Goldea,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Goldea-Bvlgari.jpg,,Kişi,15.00,25.00,35.00,Bvlgari,"berqamot, moruq, müşk, portağal-çiçəyi","ilanq-ilanq, jasmin, müşk","müşk, paçuli, papirus, ənbər",https://www.etirsah.com/az/product/241,Stokda Var
243,goldea-the-roman-night,Goldea The Roman Night,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Goldea-The-Roman-Night-Bvlgari.jpg,,Qadın,32.00,55.00,90.00,Bvlgari,"berqamot, qara-istiot, tut","pion, qızılgül, tuberoza, gecə-jasmini-cestrum","ağ-müşk, paçuli, vetivera, mamır",https://www.etirsah.com/az/product/243,Stokda Var
66,golden-oud,Golden Oud,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Golden_Oud.jpg,,Unisex,25.00,45.00,70.00,Alexandre.J,günəş-notları,"bənövşə, paçuli, səndəl, vetivera, ağ-ağac","müşk, palıd-mamırı, aqar-ağacı-ud",https://www.etirsah.com/az/product/66,Stokda Var
1001,good-girl-gone-bad-extreme,Good Girl Gone Bad Extreme,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Good-Girl-Gone-Bad-Extreme-By-Kilian.jpg,,Qadın,38.00,70.00,110.00,Kilian,"albalı, osmantus, qızılgül, şaftalı, yasəmən","nərgiz, portağal-çiçəyi, süd, tuberoza","karamel, müşk, ənbər, ağ-sidr-ekstraktı",https://www.etirsah.com/az/product/1001,Stokda Var
2053,gucci,Gucci,https://www.etirsah.com/storage/photos/shares/etirler_en_son/GUCCI---BY-GUCCI-FOR-WOMEN.jpg,,Qadın,20.00,35.00,55.00,Gucci,"armud, quava",tiare,"bal, müşk, paçuli",https://www.etirsah.com/az/product/2053,Stokda Var
2518,habit-rouge,Habit Rouge,https://www.etirsah.com/storage/photos/shares/etirler_en_son/GUERLAIN---HABIT-ROUGE-FOR-MEN.jpg,,Kişi,20.00,35.00,55.00,Guerlain,berqamot,rom,"paçuli, vanil",https://www.etirsah.com/az/product/2518,Stokda Var
245,gyan,Gyan,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Gyan-Bvlgari.jpg,,Kişi,20.00,35.00,55.00,Bvlgari,ərəb-jasmini,paçuli,büxur-ladan,https://www.etirsah.com/az/product/245,Stokda Var
244,gyan,Gyan,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Gyan-Bvlgari.jpg,,Kişi,32.00,55.00,90.00,Bvlgari,ərəb-jasmini,paçuli,büxur-ladan,https://www.etirsah.com/az/product/244,Stokda Var
246,gyan,Gyan,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Gyan-Bvlgari.jpg,,Kişi,44.00,80.00,130.00,Bvlgari,ərəb-jasmini,paçuli,büxur-ladan,https://www.etirsah.com/az/product/246,Stokda Var
274,gypsy-water,Gypsy Water,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Gypsy-Water-Byredo.jpg,,Unisex,25.00,45.00,70.00,Byredo,"berqamot, istiot, limon, ardıc","şam-ağacı, süsən-kökü, büxur-ladan","səndəl, vanil, ənbər",https://www.etirsah.com/az/product/274,Stokda Var
838,24-faubourg,24 Faubourg,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HERMES/HERMES---24-FAUBOURG-FOR-WOMEN.jpg,,Qadın,25.00,45.00,70.00,Hermès,"berqamot, ilanq-ilanq, portağal, şaftalı, sünbülçiçək","jasmin, portağal-çiçəyi, qardeniya, süsən, qara-ağcaqayın","paçuli, səndəl, vanil, ənbər",https://www.etirsah.com/az/product/838,Stokda Var
839,eau-des-merveilles,Eau des Merveilles,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HERMES/HERMES---EAU-DES-MERVEILLES-FOR-WOMEN.jpg,,Qadın,20.00,35.00,55.00,Hermès,"limon, portağal, elemi","bənövşə, çəhrayı-istiot, istiot, ənbər","benzoin, palıd-mamırı, sidr, vetivera, küknar",https://www.etirsah.com/az/product/839,Stokda Var
840,galop-dhermes,Galop d'Hermes,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HERMES/HERMES---GALOP-D%27HERMES-FOR-WOMEN1.jpg,,Qadın,15.00,25.00,35.00,Hermès,"heyva, zəfəran","osmantus, türk-qızılgülü","ağ-müşk, dəri",https://www.etirsah.com/az/product/840,Stokda Var
842,h24-herms,H24 Hermès,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HERMES/HERMES---H24-FOR-MEN.jpg,,Kişi,25.00,45.00,70.00,Hermès,müşk-sürvəsi-adaçayı,nərgiz,"palisandr-çəhrayı-ağac, sklaren",https://www.etirsah.com/az/product/842,Stokda Var
843,hermessence-ambre-narguile,Hermessence Ambre Narguile,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HERMES/HERMES---HERMESSENCE-AMBRE-NARGUILE-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Hermès,"bal, benzoin, labdanum, müşk","darçın, karamel, tonka-lobyası, vanil, küncüt","kumarin, orxideya, rom",https://www.etirsah.com/az/product/843,Stokda Var
845,hermessence-poivre-samarcand,Hermessence Poivre Samarcand,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HERMES/HERMES---HERMESSENCE-POIVRE-SAMARCANDA-FOR-UNISEX.jpg,,Unisex,20.00,35.00,55.00,Hermès,"istiot, paprika","paçuli, zirə","palıd, palıd-mamırı, virciniya-sidri",https://www.etirsah.com/az/product/845,Stokda Var
844,hermessence-vetiver-tonka,Hermessence Vetiver Tonka,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HERMES/HERMES---HERMESSENCE-VETIVER-TONKA-FOR-UNISEX.jpg,,Unisex,38.00,70.00,110.00,Hermès,"karamel, fındıq, praline","tütün, inciçiçəyi","səndəl, tonka-lobyası, vetivera",https://www.etirsah.com/az/product/844,Stokda Var
846,hermessence-violette-volynka,Hermessence Violette Volynka,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HERMES/HERMES---HERMESSENCE-VIOLETTE-VOLYNKA-FOR-UNISEX.jpg,,Unisex,20.00,35.00,55.00,Hermès,bənövşə,dəri,bənövşə-yarpağı,https://www.etirsah.com/az/product/846,Stokda Var
847,jour-dhermes-absolu,Jour d'Hermes Absolu,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HERMES/HERMES---JOUR-D%27HERMES-ABSOLU-FOR-WOMEN.jpg,,Qadın,15.00,25.00,35.00,Hermès,"qreyfrut, ərik-çiçəyi","jasmin, qardeniya, çiçək-notları","ağac-notları, palıd-mamırı",https://www.etirsah.com/az/product/847,Stokda Var
848,lambre-des-merveilles,L’Ambre des Merveilles,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HERMES/HERMES---L%27AMBRE-DES-MERVEILLES-FOR-UNISEX.jpg,,Unisex,20.00,35.00,55.00,Hermès,vanil,labdanum,"paçuli, ənbər",https://www.etirsah.com/az/product/848,Stokda Var
849,le-jardin-de-monsieur-li,Le Jardin de Monsieur Li,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HERMES/HERMES---LE-JARDIN-DE-MONSIEUR-LI-FOR-UNISEX.jpg,,Unisex,20.00,35.00,55.00,Hermès,kinkan,jasmin,"nanə, yaşıl-sok",https://www.etirsah.com/az/product/849,Stokda Var
850,terre-dherms,Terre d'Hermès,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HERMES/HERMES---TERRE-D%27HERMES-%28ECOBOOST%29-FOR-MEN.jpg,,Kişi,15.00,25.00,35.00,Hermès,"portağal, qreyfrut","çəhrayı-istiot, çaxmaqdaşı, pelarqoniya","benzoin, paçuli, sidr, vetivera",https://www.etirsah.com/az/product/850,Stokda Var
858,terre-dherms-ecoboost,Terre d'Hermès (ECOBOOST),https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HERMES/HERMES---TERRE-D%27HERMES-%28ECOBOOST%29-FOR-MEN.jpg,,Kişi,32.00,55.00,90.00,Hermès,"portağal, qreyfrut","çəhrayı-istiot, çaxmaqdaşı, pelarqoniya","benzoin, paçuli, sidr, vetivera",https://www.etirsah.com/az/product/858,Stokda Var
854,terre-dhermes-eau-givree,Terre d'Hermes Eau Givree,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HERMES/HERMES---TERRE-D%27HERMES-EAU-GIVREE-FOR-MEN.jpg,,Kişi,20.00,35.00,55.00,Hermès,sitron,"ardıc-giləmeyvəsi, timur-timut-istiotu","ağac-notları, mineral-notlar",https://www.etirsah.com/az/product/854,Stokda Var
856,twilly-dherms-eau-ginger,Twilly d'Hermès Eau Ginger,https://www.etirsah.com/storage/photos/shares/etirler_en_son/H%20brendleri/HERMES/HERMES---TWILLY-d%27HERMES-EAU-GINGER-FOR-WOMEN.jpg,,Qadın,20.00,35.00,55.00,Hermès,pion,"zəncəfil, şəkərli-zəncəfil",sidr,https://www.etirsah.com/az/product/856,Stokda Var
